[Pathway Id]	[Pathway]	[Genes]	[Pathway Source]	
ec00310	Lysine degradation	CNAG_00247 | CNAG_00289 | CNAG_00290 | CNAG_00365 | CNAG_00403 | CNAG_00484 | CNAG_00524 | CNAG_00735 | CNAG_00935 | CNAG_01078 | CNAG_01243 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_01726 | CNAG_01882 | CNAG_01992 | CNAG_01994 | CNAG_02230 | CNAG_02377 | CNAG_02674 | CNAG_02749 | CNAG_02918 | CNAG_03134 | CNAG_03188 | CNAG_03424 | CNAG_03596 | CNAG_03674 | CNAG_03770 | CNAG_04269 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04502 | CNAG_04531 | CNAG_04553 | CNAG_04627 | CNAG_04809 | CNAG_05023 | CNAG_05113 | CNAG_05115 | CNAG_05268 | CNAG_05378 | CNAG_05404 | CNAG_05423 | CNAG_05648 | CNAG_05675 | CNAG_05851 | CNAG_05973 | CNAG_06379 | CNAG_06444 | CNAG_06603 | CNAG_06628 | CNAG_06849 | CNAG_06923 | CNAG_07570 | CNAG_07937 | CNAG_07994	KEGG	
ec00311	Penicillin and cephalosporin biosynthesis	CNAG_02532 | CNAG_03562 | CNAG_05802	KEGG	
ec00330	Arginine and proline metabolism	CNAG_00021 | CNAG_00289 | CNAG_00365 | CNAG_00457 | CNAG_00484 | CNAG_00622 | CNAG_00710 | CNAG_00735 | CNAG_00879 | CNAG_00930 | CNAG_01078 | CNAG_01231 | CNAG_01238 | CNAG_01247 | CNAG_01489 | CNAG_01577 | CNAG_01656 | CNAG_02048 | CNAG_02049 | CNAG_02057 | CNAG_02365 | CNAG_02377 | CNAG_02532 | CNAG_02812 | CNAG_02825 | CNAG_02826 | CNAG_02876 | CNAG_02988 | CNAG_03476 | CNAG_03542 | CNAG_03562 | CNAG_03854 | CNAG_04355 | CNAG_04383 | CNAG_04983 | CNAG_04988 | CNAG_04990 | CNAG_05023 | CNAG_05025 | CNAG_05027 | CNAG_05029 | CNAG_05075 | CNAG_05113 | CNAG_05114 | CNAG_05134 | CNAG_05268 | CNAG_05386 | CNAG_05540 | CNAG_05753 | CNAG_05802 | CNAG_05851 | CNAG_05899 | CNAG_06010 | CNAG_06018 | CNAG_06026 | CNAG_06088 | CNAG_06218 | CNAG_06272 | CNAG_06379 | CNAG_06482 | CNAG_06628 | CNAG_06935 | CNAG_07570 | CNAG_07937	KEGG	
ec00340	Histidine metabolism	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00735 | CNAG_00739 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01021 | CNAG_01078 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02377 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02861 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03646 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03812 | CNAG_03863 | CNAG_03890 | CNAG_03973 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05113 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05509 | CNAG_05672 | CNAG_05851 | CNAG_06022 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06628 | CNAG_06830 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07937	KEGG	
ec00350	Tyrosine metabolism	CNAG_00038 | CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00515 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_00966 | CNAG_01027 | CNAG_01104 | CNAG_01135 | CNAG_01137 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_01836 | CNAG_01955 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02449 | CNAG_02489 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02903 | CNAG_02907 | CNAG_03068 | CNAG_03427 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03942 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04467 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05075 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05376 | CNAG_05672 | CNAG_05676 | CNAG_05820 | CNAG_05851 | CNAG_06022 | CNAG_06026 | CNAG_06035 | CNAG_06088 | CNAG_06379 | CNAG_06433 | CNAG_06520 | CNAG_06555 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07316 | CNAG_07570 | CNAG_07745 | CNAG_07908 | CNAG_07937	KEGG	
ec00351	DDT degradation	CNAG_00234 | CNAG_00429 | CNAG_02259 | CNAG_03238 | CNAG_03854 | CNAG_04652 | CNAG_06063 | CNAG_06759 | CNAG_06997	KEGG	
ec00360	Phenylalanine metabolism	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00688 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02365 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02969 | CNAG_02996 | CNAG_03068 | CNAG_03455 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04531 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05075 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05672 | CNAG_05676 | CNAG_05730 | CNAG_05820 | CNAG_05851 | CNAG_06022 | CNAG_06026 | CNAG_06088 | CNAG_06218 | CNAG_06379 | CNAG_06482 | CNAG_06520 | CNAG_06555 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07937	KEGG	
ec00361	Chlorocyclohexane and chlorobenzene degradation	CNAG_00234 | CNAG_00413 | CNAG_00429 | CNAG_00644 | CNAG_00662 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01902 | CNAG_02259 | CNAG_02475 | CNAG_02602 | CNAG_02979 | CNAG_02996 | CNAG_03238 | CNAG_03389 | CNAG_04067 | CNAG_04264 | CNAG_04375 | CNAG_04417 | CNAG_04470 | CNAG_04561 | CNAG_04652 | CNAG_05149 | CNAG_05622 | CNAG_05842 | CNAG_06644 | CNAG_06649 | CNAG_06759 | CNAG_06797 | CNAG_06876 | CNAG_06997 | CNAG_07389 | CNAG_07411 | CNAG_07748	KEGG	
ec00362	Benzoate degradation	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00524 | CNAG_00688 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02449 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_02918 | CNAG_02969 | CNAG_02996 | CNAG_03011 | CNAG_03238 | CNAG_03400 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03854 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04531 | CNAG_04561 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05730 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06433 | CNAG_06764 | CNAG_07389 | CNAG_07570 | CNAG_07732 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	KEGG	
ec00363	Bisphenol degradation	CNAG_00005 | CNAG_00105 | CNAG_00141 | CNAG_00331 | CNAG_00488 | CNAG_00644 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01512 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02012 | CNAG_02117 | CNAG_02181 | CNAG_02182 | CNAG_02312 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02602 | CNAG_02717 | CNAG_02996 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04152 | CNAG_04209 | CNAG_04264 | CNAG_04325 | CNAG_04392 | CNAG_04410 | CNAG_04417 | CNAG_04561 | CNAG_04657 | CNAG_04869 | CNAG_04955 | CNAG_05020 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05677 | CNAG_05842 | CNAG_05979 | CNAG_06027 | CNAG_06063 | CNAG_06504 | CNAG_06644 | CNAG_06764 | CNAG_06836 | CNAG_06922 | CNAG_07389 | CNAG_07544 | CNAG_07782 | CNAG_07801 | CNAG_07908	KEGG	
ec00364	Fluorobenzoate degradation	CNAG_00002 | CNAG_00234 | CNAG_00343 | CNAG_00429 | CNAG_00662 | CNAG_01044 | CNAG_01836 | CNAG_02006 | CNAG_02085 | CNAG_02226 | CNAG_02259 | CNAG_02449 | CNAG_03170 | CNAG_03743 | CNAG_04652 | CNAG_04866 | CNAG_05396 | CNAG_06433 | CNAG_06759 | CNAG_06997 | CNAG_07712	KEGG	
ec00380	Tryptophan metabolism	CNAG_00026 | CNAG_00231 | CNAG_00234 | CNAG_00259 | CNAG_00409 | CNAG_00429 | CNAG_00434 | CNAG_00437 | CNAG_00507 | CNAG_00524 | CNAG_00575 | CNAG_00644 | CNAG_00677 | CNAG_00690 | CNAG_00735 | CNAG_00750 | CNAG_00855 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01078 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02259 | CNAG_02317 | CNAG_02335 | CNAG_02365 | CNAG_02377 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02602 | CNAG_02780 | CNAG_02782 | CNAG_02784 | CNAG_02793 | CNAG_02829 | CNAG_02868 | CNAG_02907 | CNAG_02918 | CNAG_02996 | CNAG_03068 | CNAG_03134 | CNAG_03149 | CNAG_03238 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03674 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04080 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04303 | CNAG_04308 | CNAG_04328 | CNAG_04375 | CNAG_04417 | CNAG_04447 | CNAG_04487 | CNAG_04531 | CNAG_04553 | CNAG_04561 | CNAG_04571 | CNAG_04652 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04981 | CNAG_05015 | CNAG_05029 | CNAG_05034 | CNAG_05113 | CNAG_05149 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05256 | CNAG_05355 | CNAG_05359 | CNAG_05378 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05842 | CNAG_05896 | CNAG_06010 | CNAG_06018 | CNAG_06022 | CNAG_06036 | CNAG_06218 | CNAG_06223 | CNAG_06376 | CNAG_06482 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06628 | CNAG_06639 | CNAG_06644 | CNAG_06759 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_06997 | CNAG_07389 | CNAG_07506 | CNAG_07769	KEGG	
ec00400	Phenylalanine, tyrosine and tryptophan biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00649 | CNAG_00811 | CNAG_00820 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01400 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_01997 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02796 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03701 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04501 | CNAG_04657 | CNAG_04951 | CNAG_04955 | CNAG_05075 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05623 | CNAG_05676 | CNAG_05820 | CNAG_05979 | CNAG_06026 | CNAG_06027 | CNAG_06072 | CNAG_06088 | CNAG_06555 | CNAG_06679 | CNAG_06764 | CNAG_07782 | CNAG_07801 | CNAG_07908	KEGG	
ec00401	Novobiocin biosynthesis	CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_05075 | CNAG_05676 | CNAG_05820 | CNAG_06026 | CNAG_06088 | CNAG_06555	KEGG	
ec00410	beta-Alanine metabolism	CNAG_00311 | CNAG_00735 | CNAG_01076 | CNAG_01078 | CNAG_02366 | CNAG_02377 | CNAG_02455 | CNAG_02852 | CNAG_03476 | CNAG_04469 | CNAG_04531 | CNAG_05113 | CNAG_05260 | CNAG_06628 | CNAG_07414	KEGG	
ec00430	Taurine and hypotaurine metabolism	CNAG_00879 | CNAG_01026 | CNAG_02888 | CNAG_03128 | CNAG_05260 | CNAG_06432	KEGG	
ec00440	Phosphonate and phosphinate metabolism	CNAG_00424 | CNAG_03174 | CNAG_06543	KEGG	
ec00450	Selenocompound metabolism	CNAG_00007 | CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01104 | CNAG_01305 | CNAG_01416 | CNAG_01546 | CNAG_01609 | CNAG_01890 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02592 | CNAG_02686 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03863 | CNAG_03890 | CNAG_03987 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04215 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_05827 | CNAG_05847 | CNAG_06022 | CNAG_06448 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919	KEGG	
ec00460	Cyanoamino acid metabolism	CNAG_00507 | CNAG_01026 | CNAG_02588 | CNAG_02888 | CNAG_03128 | CNAG_04104 | CNAG_04601 | CNAG_05369 | CNAG_06008 | CNAG_06931 | CNAG_06936 | CNAG_06985 | CNAG_07600	KEGG	
ec00472	D-Arginine and D-ornithine metabolism	CNAG_02532 | CNAG_03562 | CNAG_05802	KEGG	
ec00480	Glutathione metabolism	CNAG_00002 | CNAG_00176 | CNAG_00343 | CNAG_00921 | CNAG_01026 | CNAG_01044 | CNAG_01138 | CNAG_01763 | CNAG_01764 | CNAG_01874 | CNAG_01889 | CNAG_01893 | CNAG_01915 | CNAG_02006 | CNAG_02085 | CNAG_02147 | CNAG_02208 | CNAG_02226 | CNAG_02399 | CNAG_02464 | CNAG_02503 | CNAG_02663 | CNAG_02854 | CNAG_02876 | CNAG_02888 | CNAG_03128 | CNAG_03170 | CNAG_03245 | CNAG_03476 | CNAG_03482 | CNAG_03743 | CNAG_03920 | CNAG_04110 | CNAG_04647 | CNAG_04866 | CNAG_05396 | CNAG_06238 | CNAG_06287 | CNAG_06300 | CNAG_06872 | CNAG_06873 | CNAG_06917 | CNAG_07032 | CNAG_07561 | CNAG_07712	KEGG	
ec00500	Starch and sucrose metabolism	CNAG_00122 | CNAG_00393 | CNAG_01758 | CNAG_01940 | CNAG_01941 | CNAG_02189 | CNAG_02225 | CNAG_02283 | CNAG_02588 | CNAG_02748 | CNAG_03146 | CNAG_03322 | CNAG_03525 | CNAG_03765 | CNAG_03785 | CNAG_03916 | CNAG_04104 | CNAG_04374 | CNAG_04394 | CNAG_04621 | CNAG_04879 | CNAG_04969 | CNAG_05077 | CNAG_05264 | CNAG_05292 | CNAG_05369 | CNAG_05411 | CNAG_05471 | CNAG_05652 | CNAG_05803 | CNAG_05913 | CNAG_06260 | CNAG_06313 | CNAG_06336 | CNAG_06508 | CNAG_06666 | CNAG_06924 | CNAG_06931 | CNAG_06936 | CNAG_06985 | CNAG_07600	KEGG	
ec00510	N-Glycan biosynthesis	CNAG_00473 | CNAG_00689 | CNAG_00926 | CNAG_01651 | CNAG_03014 | CNAG_03753 | CNAG_04033 | CNAG_04065 | CNAG_04579 | CNAG_04715 | CNAG_04743 | CNAG_05142 | CNAG_06901	KEGG	
ec00512	Mucin type O-Glycan biosynthesis	CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05148 | CNAG_05881 | CNAG_06501 | CNAG_06918 | CNAG_07527	KEGG	
ec00513	Various types of N-glycan biosynthesis	CNAG_00473 | CNAG_00689 | CNAG_00744 | CNAG_00926 | CNAG_01050 | CNAG_01385 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03174 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04065 | CNAG_04320 | CNAG_04579 | CNAG_04715 | CNAG_04743 | CNAG_05142 | CNAG_05148 | CNAG_05836 | CNAG_05881 | CNAG_06501 | CNAG_06543 | CNAG_06659 | CNAG_06918 | CNAG_07527	KEGG	
ec00520	Amino sugar and nucleotide sugar metabolism	CNAG_00105 | CNAG_00141 | CNAG_00178 | CNAG_00546 | CNAG_00697 | CNAG_00831 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01164 | CNAG_01239 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01813 | CNAG_01885 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02122 | CNAG_02181 | CNAG_02182 | CNAG_02217 | CNAG_02385 | CNAG_02445 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02598 | CNAG_02717 | CNAG_02748 | CNAG_02893 | CNAG_03011 | CNAG_03096 | CNAG_03099 | CNAG_03320 | CNAG_03322 | CNAG_03326 | CNAG_03400 | CNAG_03412 | CNAG_03532 | CNAG_03875 | CNAG_03916 | CNAG_03946 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04312 | CNAG_04392 | CNAG_04657 | CNAG_04742 | CNAG_04744 | CNAG_04955 | CNAG_04969 | CNAG_05095 | CNAG_05337 | CNAG_05351 | CNAG_05462 | CNAG_05534 | CNAG_05581 | CNAG_05799 | CNAG_05818 | CNAG_05828 | CNAG_05979 | CNAG_06012 | CNAG_06027 | CNAG_06050 | CNAG_06051 | CNAG_06052 | CNAG_06098 | CNAG_06190 | CNAG_06291 | CNAG_06313 | CNAG_06383 | CNAG_06487 | CNAG_06659 | CNAG_06692 | CNAG_06764 | CNAG_07480 | CNAG_07499 | CNAG_07782 | CNAG_07801	KEGG	
ec00521	Streptomycin biosynthesis	CNAG_01495 | CNAG_01539 | CNAG_01823 | CNAG_03262 | CNAG_03725 | CNAG_05320 | CNAG_05321 | CNAG_06313 | CNAG_06530 | CNAG_07626	KEGG	
ec00522	Biosynthesis of 12-, 14- and 16-membered macrolides	CNAG_00231 | CNAG_00259 | CNAG_00409 | CNAG_00434 | CNAG_00644 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_01050 | CNAG_01104 | CNAG_01385 | CNAG_01416 | CNAG_01546 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02602 | CNAG_02715 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02871 | CNAG_02892 | CNAG_02907 | CNAG_03068 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03832 | CNAG_03855 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04320 | CNAG_04417 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05148 | CNAG_05202 | CNAG_05217 | CNAG_05672 | CNAG_05842 | CNAG_05881 | CNAG_06022 | CNAG_06501 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06644 | CNAG_06891 | CNAG_06918 | CNAG_06919 | CNAG_07527	KEGG	
ec00523	Polyketide sugar unit biosynthesis	CNAG_00105 | CNAG_00141 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_03011 | CNAG_03400 | CNAG_03725 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04657 | CNAG_04955 | CNAG_05095 | CNAG_05534 | CNAG_05979 | CNAG_06027 | CNAG_06764 | CNAG_07782 | CNAG_07801	KEGG	
ec00531	Glycosaminoglycan degradation	CNAG_00596 | CNAG_00601 | CNAG_00696 | CNAG_01421 | CNAG_01987 | CNAG_02081 | CNAG_02860 | CNAG_03240 | CNAG_04183 | CNAG_04374 | CNAG_04394 | CNAG_04498 | CNAG_05600 | CNAG_05607 | CNAG_05915 | CNAG_05991 | CNAG_06659 | CNAG_07318	KEGG	
ec00540	Lipopolysaccharide biosynthesis	CNAG_00266 | CNAG_00289 | CNAG_00365 | CNAG_00484 | CNAG_01050 | CNAG_01247 | CNAG_01304 | CNAG_01385 | CNAG_01489 | CNAG_01491 | CNAG_01656 | CNAG_02534 | CNAG_02542 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_02897 | CNAG_03113 | CNAG_03158 | CNAG_03216 | CNAG_03592 | CNAG_03648 | CNAG_03769 | CNAG_03832 | CNAG_03855 | CNAG_04078 | CNAG_04320 | CNAG_04355 | CNAG_04383 | CNAG_04927 | CNAG_05023 | CNAG_05148 | CNAG_05268 | CNAG_05480 | CNAG_05851 | CNAG_05881 | CNAG_06379 | CNAG_06500 | CNAG_06501 | CNAG_06553 | CNAG_06918 | CNAG_07377 | CNAG_07527 | CNAG_07570 | CNAG_07779 | CNAG_07873 | CNAG_07937	KEGG	
ec00550	Peptidoglycan biosynthesis	CNAG_00290 | CNAG_00935 | CNAG_01050 | CNAG_01385 | CNAG_01501 | CNAG_01726 | CNAG_02674 | CNAG_02715 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03424 | CNAG_03648 | CNAG_03770 | CNAG_03832 | CNAG_03855 | CNAG_04269 | CNAG_04320 | CNAG_04502 | CNAG_04627 | CNAG_04809 | CNAG_05148 | CNAG_05538 | CNAG_05648 | CNAG_05881 | CNAG_05973 | CNAG_06444 | CNAG_06501 | CNAG_06603 | CNAG_06918 | CNAG_07527	KEGG	
ec00561	Glycerolipid metabolism	CNAG_00090 | CNAG_00648 | CNAG_00735 | CNAG_00790 | CNAG_00826 | CNAG_01050 | CNAG_01078 | CNAG_01155 | CNAG_01385 | CNAG_01412 | CNAG_01601 | CNAG_01632 | CNAG_01711 | CNAG_02377 | CNAG_02505 | CNAG_02715 | CNAG_02799 | CNAG_02871 | CNAG_02892 | CNAG_03113 | CNAG_03158 | CNAG_03648 | CNAG_03786 | CNAG_03806 | CNAG_03832 | CNAG_03855 | CNAG_04320 | CNAG_05113 | CNAG_05148 | CNAG_05152 | CNAG_05247 | CNAG_05881 | CNAG_05921 | CNAG_06501 | CNAG_06628 | CNAG_06918 | CNAG_07527	KEGG	
ec00562	Inositol phosphate metabolism	CNAG_00388 | CNAG_01209 | CNAG_01294 | CNAG_01495 | CNAG_01532 | CNAG_01539 | CNAG_01823 | CNAG_02001 | CNAG_02035 | CNAG_02681 | CNAG_02867 | CNAG_02968 | CNAG_03262 | CNAG_03821 | CNAG_04335 | CNAG_05320 | CNAG_05321 | CNAG_05384 | CNAG_06530 | CNAG_06623 | CNAG_07317 | CNAG_07626 | CNAG_07744	KEGG	
ec00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	CNAG_00576 | CNAG_00839 | CNAG_01050 | CNAG_01095 | CNAG_01107 | CNAG_01385 | CNAG_01386 | CNAG_02417 | CNAG_02715 | CNAG_02798 | CNAG_02862 | CNAG_02871 | CNAG_02892 | CNAG_02897 | CNAG_03026 | CNAG_03069 | CNAG_03113 | CNAG_03158 | CNAG_03213 | CNAG_03361 | CNAG_03383 | CNAG_03592 | CNAG_03648 | CNAG_03832 | CNAG_03855 | CNAG_04187 | CNAG_04320 | CNAG_04690 | CNAG_05083 | CNAG_05148 | CNAG_05413 | CNAG_05574 | CNAG_05881 | CNAG_05906 | CNAG_06173 | CNAG_06500 | CNAG_06501 | CNAG_06655 | CNAG_06903 | CNAG_06910 | CNAG_06918 | CNAG_07527 | CNAG_07531 | CNAG_07779 | CNAG_07968	KEGG	
