Pathway Id	Map - Painted With Transformed Genes (new window)	Pathway	Unique Gene Count	Genes
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00260?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00260 (decorated)</a>"""	"Glycine, serine and threonine metabolism"	99	CNAG_00002 | CNAG_00029 | CNAG_00038 | CNAG_00105 | CNAG_00141 | CNAG_00182 | CNAG_00236 | CNAG_00256 | CNAG_00343 | CNAG_00413 | CNAG_00515 | CNAG_00637 | CNAG_00649 | CNAG_00774 | CNAG_00836 | CNAG_00968 | CNAG_01044 | CNAG_01097 | CNAG_01116 | CNAG_01257 | CNAG_01469 | CNAG_01558 | CNAG_01594 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01902 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_01955 | CNAG_02006 | CNAG_02085 | CNAG_02181 | CNAG_02182 | CNAG_02226 | CNAG_02307 | CNAG_02473 | CNAG_02478 | CNAG_02489 | CNAG_02532 | CNAG_02553 | CNAG_02686 | CNAG_02717 | CNAG_02818 | CNAG_02903 | CNAG_02979 | CNAG_03011 | CNAG_03170 | CNAG_03389 | CNAG_03400 | CNAG_03562 | CNAG_03612 | CNAG_03743 | CNAG_03939 | CNAG_03983 | CNAG_04112 | CNAG_04156 | CNAG_04209 | CNAG_04347 | CNAG_04392 | CNAG_04519 | CNAG_04601 | CNAG_04657 | CNAG_04776 | CNAG_04866 | CNAG_04955 | CNAG_05029 | CNAG_05095 | CNAG_05258 | CNAG_05396 | CNAG_05398 | CNAG_05534 | CNAG_05622 | CNAG_05802 | CNAG_05979 | CNAG_06010 | CNAG_06018 | CNAG_06027 | CNAG_06035 | CNAG_06081 | CNAG_06316 | CNAG_06448 | CNAG_06764 | CNAG_06797 | CNAG_06876 | CNAG_06913 | CNAG_07004 | CNAG_07316 | CNAG_07411 | CNAG_07529 | CNAG_07712 | CNAG_07745 | CNAG_07748 | CNAG_07782 | CNAG_07801 | CNAG_07808	
ec00270	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00270?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00270 (decorated)</a>"""	Cysteine and methionine metabolism	83	CNAG_00021 | CNAG_00165 | CNAG_00231 | CNAG_00256 | CNAG_00259 | CNAG_00409 | CNAG_00418 | CNAG_00434 | CNAG_00637 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_00886 | CNAG_01104 | CNAG_01416 | CNAG_01546 | CNAG_01609 | CNAG_01865 | CNAG_01890 | CNAG_02185 | CNAG_02270 | CNAG_02307 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02583 | CNAG_02686 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_03068 | CNAG_03225 | CNAG_03266 | CNAG_03476 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03808 | CNAG_03828 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04136 | CNAG_04188 | CNAG_04195 | CNAG_04347 | CNAG_04375 | CNAG_04447 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04776 | CNAG_04777 | CNAG_04826 | CNAG_04905 | CNAG_05028 | CNAG_05075 | CNAG_05122 | CNAG_05149 | CNAG_05202 | CNAG_05217 | CNAG_05273 | CNAG_05584 | CNAG_05611 | CNAG_05672 | CNAG_05676 | CNAG_05820 | CNAG_06022 | CNAG_06026 | CNAG_06088 | CNAG_06385 | CNAG_06448 | CNAG_06520 | CNAG_06555 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06913 | CNAG_06919	
ec00280	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00280?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00280 (decorated)</a>"""	"Valine, leucine and isoleucine degradation"	35	CNAG_00275 | CNAG_00311 | CNAG_00371 | CNAG_00397 | CNAG_00452 | CNAG_00490 | CNAG_00524 | CNAG_00735 | CNAG_01075 | CNAG_01078 | CNAG_01492 | CNAG_01671 | CNAG_02284 | CNAG_02377 | CNAG_02562 | CNAG_02590 | CNAG_02765 | CNAG_02896 | CNAG_02918 | CNAG_03067 | CNAG_03134 | CNAG_03311 | CNAG_03666 | CNAG_04308 | CNAG_04351 | CNAG_04531 | CNAG_04553 | CNAG_04688 | CNAG_05031 | CNAG_05113 | CNAG_05378 | CNAG_06370 | CNAG_06431 | CNAG_06628 | CNAG_07004	
ec00281	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00281?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00281 (decorated)</a>"""	Geraniol degradation	19	CNAG_00452 | CNAG_00490 | CNAG_01836 | CNAG_02449 | CNAG_02562 | CNAG_03067 | CNAG_03134 | CNAG_03666 | CNAG_03829 | CNAG_04308 | CNAG_04531 | CNAG_04553 | CNAG_04688 | CNAG_05029 | CNAG_05378 | CNAG_06010 | CNAG_06018 | CNAG_06431 | CNAG_06433	
ec00290	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00290?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00290 (decorated)</a>"""	"Valine, leucine and isoleucine biosynthesis"	12	CNAG_00237 | CNAG_00268 | CNAG_00450 | CNAG_00992 | CNAG_02565 | CNAG_05496 | CNAG_05497 | CNAG_05725 | CNAG_06370 | CNAG_06421 | CNAG_06540 | CNAG_07529	
ec00300	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00300?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00300 (decorated)</a>"""	Lysine biosynthesis	55	CNAG_00247 | CNAG_00256 | CNAG_00437 | CNAG_00677 | CNAG_00855 | CNAG_01137 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02216 | CNAG_02219 | CNAG_03149 | CNAG_03376 | CNAG_03427 | CNAG_03527 | CNAG_03607 | CNAG_03698 | CNAG_03807 | CNAG_03808 | CNAG_03823 | CNAG_03828 | CNAG_03839 | CNAG_03942 | CNAG_04159 | CNAG_04303 | CNAG_04328 | CNAG_04347 | CNAG_04668 | CNAG_04724 | CNAG_04776 | CNAG_05029 | CNAG_05034 | CNAG_05195 | CNAG_05355 | CNAG_05359 | CNAG_05376 | CNAG_05469 | CNAG_05537 | CNAG_05820 | CNAG_05896 | CNAG_06010 | CNAG_06018 | CNAG_06223 | CNAG_06376 | CNAG_06555 | CNAG_06639 | CNAG_06849 | CNAG_06892 | CNAG_07506 | CNAG_07769 | CNAG_07908	
ec00310	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00310?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00310 (decorated)</a>"""	Lysine degradation	58	CNAG_00247 | CNAG_00289 | CNAG_00290 | CNAG_00365 | CNAG_00403 | CNAG_00484 | CNAG_00524 | CNAG_00735 | CNAG_00935 | CNAG_01078 | CNAG_01243 | CNAG_01247 | CNAG_01489 | CNAG_01656 | CNAG_01726 | CNAG_01882 | CNAG_01992 | CNAG_01994 | CNAG_02230 | CNAG_02377 | CNAG_02674 | CNAG_02749 | CNAG_02918 | CNAG_03134 | CNAG_03188 | CNAG_03424 | CNAG_03596 | CNAG_03674 | CNAG_03770 | CNAG_04269 | CNAG_04308 | CNAG_04355 | CNAG_04383 | CNAG_04502 | CNAG_04531 | CNAG_04553 | CNAG_04627 | CNAG_04809 | CNAG_05023 | CNAG_05113 | CNAG_05115 | CNAG_05268 | CNAG_05378 | CNAG_05404 | CNAG_05423 | CNAG_05648 | CNAG_05675 | CNAG_05851 | CNAG_05973 | CNAG_06379 | CNAG_06444 | CNAG_06603 | CNAG_06628 | CNAG_06849 | CNAG_06923 | CNAG_07570 | CNAG_07937 | CNAG_07994	
ec00311	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00311?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00311 (decorated)</a>"""	Penicillin and cephalosporin biosynthesis	3	CNAG_02532 | CNAG_03562 | CNAG_05802	
ec00330	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00330?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00330 (decorated)</a>"""	Arginine and proline metabolism	64	CNAG_00021 | CNAG_00289 | CNAG_00365 | CNAG_00457 | CNAG_00484 | CNAG_00622 | CNAG_00710 | CNAG_00735 | CNAG_00879 | CNAG_00930 | CNAG_01078 | CNAG_01231 | CNAG_01238 | CNAG_01247 | CNAG_01489 | CNAG_01577 | CNAG_01656 | CNAG_02048 | CNAG_02049 | CNAG_02057 | CNAG_02365 | CNAG_02377 | CNAG_02532 | CNAG_02812 | CNAG_02825 | CNAG_02826 | CNAG_02876 | CNAG_02988 | CNAG_03476 | CNAG_03542 | CNAG_03562 | CNAG_03854 | CNAG_04355 | CNAG_04383 | CNAG_04983 | CNAG_04988 | CNAG_04990 | CNAG_05023 | CNAG_05025 | CNAG_05027 | CNAG_05029 | CNAG_05075 | CNAG_05113 | CNAG_05114 | CNAG_05134 | CNAG_05268 | CNAG_05386 | CNAG_05540 | CNAG_05753 | CNAG_05802 | CNAG_05851 | CNAG_05899 | CNAG_06010 | CNAG_06018 | CNAG_06026 | CNAG_06088 | CNAG_06218 | CNAG_06272 | CNAG_06379 | CNAG_06482 | CNAG_06628 | CNAG_06935 | CNAG_07570 | CNAG_07937	
ec00340	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00340?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00340 (decorated)</a>"""	Histidine metabolism	81	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00690 | CNAG_00735 | CNAG_00739 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01021 | CNAG_01078 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02377 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02861 | CNAG_02907 | CNAG_02996 | CNAG_03068 | CNAG_03646 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03812 | CNAG_03863 | CNAG_03890 | CNAG_03973 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05113 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05509 | CNAG_05672 | CNAG_05851 | CNAG_06022 | CNAG_06379 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06628 | CNAG_06830 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07937	
ec00350	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00350?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00350 (decorated)</a>"""	Tyrosine metabolism	90	CNAG_00038 | CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00515 | CNAG_00690 | CNAG_00750 | CNAG_00874 | CNAG_00966 | CNAG_01027 | CNAG_01104 | CNAG_01135 | CNAG_01137 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_01836 | CNAG_01955 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02383 | CNAG_02449 | CNAG_02489 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02903 | CNAG_02907 | CNAG_03068 | CNAG_03427 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03942 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04467 | CNAG_04487 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05075 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05376 | CNAG_05672 | CNAG_05676 | CNAG_05820 | CNAG_05851 | CNAG_06022 | CNAG_06026 | CNAG_06035 | CNAG_06088 | CNAG_06379 | CNAG_06433 | CNAG_06520 | CNAG_06555 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07316 | CNAG_07570 | CNAG_07745 | CNAG_07908 | CNAG_07937	
ec00351	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00351?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00351 (decorated)</a>"""	DDT degradation	9	CNAG_00234 | CNAG_00429 | CNAG_02259 | CNAG_03238 | CNAG_03854 | CNAG_04652 | CNAG_06063 | CNAG_06759 | CNAG_06997	
ec00360	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00360?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00360 (decorated)</a>"""	Phenylalanine metabolism	86	CNAG_00231 | CNAG_00259 | CNAG_00289 | CNAG_00365 | CNAG_00409 | CNAG_00434 | CNAG_00484 | CNAG_00688 | CNAG_00690 | CNAG_00750 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01104 | CNAG_01247 | CNAG_01416 | CNAG_01489 | CNAG_01546 | CNAG_01656 | CNAG_02185 | CNAG_02317 | CNAG_02335 | CNAG_02365 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02782 | CNAG_02784 | CNAG_02829 | CNAG_02907 | CNAG_02969 | CNAG_02996 | CNAG_03068 | CNAG_03455 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04447 | CNAG_04487 | CNAG_04531 | CNAG_04561 | CNAG_04571 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_05023 | CNAG_05075 | CNAG_05202 | CNAG_05217 | CNAG_05268 | CNAG_05672 | CNAG_05676 | CNAG_05730 | CNAG_05820 | CNAG_05851 | CNAG_06022 | CNAG_06026 | CNAG_06088 | CNAG_06218 | CNAG_06379 | CNAG_06482 | CNAG_06520 | CNAG_06555 | CNAG_06566 | CNAG_06570 | CNAG_06891 | CNAG_06919 | CNAG_07389 | CNAG_07570 | CNAG_07937	
ec00361	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00361?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00361 (decorated)</a>"""	Chlorocyclohexane and chlorobenzene degradation	35	CNAG_00234 | CNAG_00413 | CNAG_00429 | CNAG_00644 | CNAG_00662 | CNAG_00863 | CNAG_00968 | CNAG_00993 | CNAG_01902 | CNAG_02259 | CNAG_02475 | CNAG_02602 | CNAG_02979 | CNAG_02996 | CNAG_03238 | CNAG_03389 | CNAG_04067 | CNAG_04264 | CNAG_04375 | CNAG_04417 | CNAG_04470 | CNAG_04561 | CNAG_04652 | CNAG_05149 | CNAG_05622 | CNAG_05842 | CNAG_06644 | CNAG_06649 | CNAG_06759 | CNAG_06797 | CNAG_06876 | CNAG_06997 | CNAG_07389 | CNAG_07411 | CNAG_07748	
ec00362	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00362?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00362 (decorated)</a>"""	Benzoate degradation	81	CNAG_00105 | CNAG_00141 | CNAG_00289 | CNAG_00365 | CNAG_00452 | CNAG_00484 | CNAG_00490 | CNAG_00524 | CNAG_00688 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01247 | CNAG_01257 | CNAG_01489 | CNAG_01558 | CNAG_01615 | CNAG_01656 | CNAG_01777 | CNAG_01794 | CNAG_01836 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02181 | CNAG_02182 | CNAG_02449 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02562 | CNAG_02717 | CNAG_02918 | CNAG_02969 | CNAG_02996 | CNAG_03011 | CNAG_03238 | CNAG_03400 | CNAG_03427 | CNAG_03455 | CNAG_03666 | CNAG_03854 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04264 | CNAG_04355 | CNAG_04383 | CNAG_04392 | CNAG_04531 | CNAG_04561 | CNAG_04657 | CNAG_04688 | CNAG_04955 | CNAG_05023 | CNAG_05095 | CNAG_05268 | CNAG_05376 | CNAG_05534 | CNAG_05730 | CNAG_05851 | CNAG_05979 | CNAG_06027 | CNAG_06379 | CNAG_06431 | CNAG_06433 | CNAG_06764 | CNAG_07389 | CNAG_07570 | CNAG_07732 | CNAG_07782 | CNAG_07801 | CNAG_07908 | CNAG_07937	
ec00363	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00363?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00363 (decorated)</a>"""	Bisphenol degradation	74	CNAG_00005 | CNAG_00105 | CNAG_00141 | CNAG_00331 | CNAG_00488 | CNAG_00644 | CNAG_00836 | CNAG_00863 | CNAG_00993 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01512 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_02012 | CNAG_02117 | CNAG_02181 | CNAG_02182 | CNAG_02312 | CNAG_02473 | CNAG_02475 | CNAG_02478 | CNAG_02553 | CNAG_02602 | CNAG_02717 | CNAG_02996 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03560 | CNAG_03564 | CNAG_03697 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04152 | CNAG_04209 | CNAG_04264 | CNAG_04325 | CNAG_04392 | CNAG_04410 | CNAG_04417 | CNAG_04561 | CNAG_04657 | CNAG_04869 | CNAG_04955 | CNAG_05020 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05677 | CNAG_05842 | CNAG_05979 | CNAG_06027 | CNAG_06063 | CNAG_06504 | CNAG_06644 | CNAG_06764 | CNAG_06836 | CNAG_06922 | CNAG_07389 | CNAG_07544 | CNAG_07782 | CNAG_07801 | CNAG_07908	
ec00364	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00364?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00364 (decorated)</a>"""	Fluorobenzoate degradation	21	CNAG_00002 | CNAG_00234 | CNAG_00343 | CNAG_00429 | CNAG_00662 | CNAG_01044 | CNAG_01836 | CNAG_02006 | CNAG_02085 | CNAG_02226 | CNAG_02259 | CNAG_02449 | CNAG_03170 | CNAG_03743 | CNAG_04652 | CNAG_04866 | CNAG_05396 | CNAG_06433 | CNAG_06759 | CNAG_06997 | CNAG_07712	
ec00380	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00380?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00380 (decorated)</a>"""	Tryptophan metabolism	137	CNAG_00026 | CNAG_00231 | CNAG_00234 | CNAG_00259 | CNAG_00409 | CNAG_00429 | CNAG_00434 | CNAG_00437 | CNAG_00507 | CNAG_00524 | CNAG_00575 | CNAG_00644 | CNAG_00677 | CNAG_00690 | CNAG_00735 | CNAG_00750 | CNAG_00855 | CNAG_00863 | CNAG_00874 | CNAG_00966 | CNAG_00993 | CNAG_01078 | CNAG_01104 | CNAG_01143 | CNAG_01217 | CNAG_01251 | CNAG_01416 | CNAG_01546 | CNAG_01692 | CNAG_01733 | CNAG_01746 | CNAG_02172 | CNAG_02185 | CNAG_02216 | CNAG_02219 | CNAG_02259 | CNAG_02317 | CNAG_02335 | CNAG_02365 | CNAG_02377 | CNAG_02383 | CNAG_02475 | CNAG_02583 | CNAG_02602 | CNAG_02780 | CNAG_02782 | CNAG_02784 | CNAG_02793 | CNAG_02829 | CNAG_02868 | CNAG_02907 | CNAG_02918 | CNAG_02996 | CNAG_03068 | CNAG_03134 | CNAG_03149 | CNAG_03238 | CNAG_03376 | CNAG_03527 | CNAG_03607 | CNAG_03674 | CNAG_03698 | CNAG_03724 | CNAG_03762 | CNAG_03776 | CNAG_03807 | CNAG_03823 | CNAG_03839 | CNAG_03854 | CNAG_03863 | CNAG_03890 | CNAG_03994 | CNAG_04000 | CNAG_04031 | CNAG_04035 | CNAG_04080 | CNAG_04159 | CNAG_04188 | CNAG_04195 | CNAG_04264 | CNAG_04303 | CNAG_04308 | CNAG_04328 | CNAG_04375 | CNAG_04417 | CNAG_04447 | CNAG_04487 | CNAG_04531 | CNAG_04553 | CNAG_04561 | CNAG_04571 | CNAG_04652 | CNAG_04668 | CNAG_04724 | CNAG_04770 | CNAG_04777 | CNAG_04905 | CNAG_04981 | CNAG_05015 | CNAG_05029 | CNAG_05034 | CNAG_05113 | CNAG_05149 | CNAG_05195 | CNAG_05202 | CNAG_05217 | CNAG_05256 | CNAG_05355 | CNAG_05359 | CNAG_05378 | CNAG_05469 | CNAG_05537 | CNAG_05672 | CNAG_05842 | CNAG_05896 | CNAG_06010 | CNAG_06018 | CNAG_06022 | CNAG_06036 | CNAG_06218 | CNAG_06223 | CNAG_06376 | CNAG_06482 | CNAG_06520 | CNAG_06566 | CNAG_06570 | CNAG_06628 | CNAG_06639 | CNAG_06644 | CNAG_06759 | CNAG_06891 | CNAG_06892 | CNAG_06919 | CNAG_06997 | CNAG_07389 | CNAG_07506 | CNAG_07769	
ec00400	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00400?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00400 (decorated)</a>"""	"Phenylalanine, tyrosine and tryptophan biosynthesis"	62	CNAG_00105 | CNAG_00141 | CNAG_00649 | CNAG_00811 | CNAG_00820 | CNAG_00836 | CNAG_01097 | CNAG_01116 | CNAG_01137 | CNAG_01257 | CNAG_01400 | CNAG_01558 | CNAG_01615 | CNAG_01777 | CNAG_01794 | CNAG_01896 | CNAG_01914 | CNAG_01947 | CNAG_01952 | CNAG_01954 | CNAG_01997 | CNAG_02181 | CNAG_02182 | CNAG_02473 | CNAG_02478 | CNAG_02553 | CNAG_02717 | CNAG_02796 | CNAG_03011 | CNAG_03400 | CNAG_03427 | CNAG_03701 | CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_03942 | CNAG_03983 | CNAG_04112 | CNAG_04209 | CNAG_04392 | CNAG_04501 | CNAG_04657 | CNAG_04951 | CNAG_04955 | CNAG_05075 | CNAG_05095 | CNAG_05376 | CNAG_05534 | CNAG_05623 | CNAG_05676 | CNAG_05820 | CNAG_05979 | CNAG_06026 | CNAG_06027 | CNAG_06072 | CNAG_06088 | CNAG_06555 | CNAG_06679 | CNAG_06764 | CNAG_07782 | CNAG_07801 | CNAG_07908	
ec00401	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00401?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00401 (decorated)</a>"""	Novobiocin biosynthesis	9	CNAG_03808 | CNAG_03812 | CNAG_03828 | CNAG_05075 | CNAG_05676 | CNAG_05820 | CNAG_06026 | CNAG_06088 | CNAG_06555	
ec00410	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00410?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00410 (decorated)</a>"""	beta-Alanine metabolism	15	CNAG_00311 | CNAG_00735 | CNAG_01076 | CNAG_01078 | CNAG_02366 | CNAG_02377 | CNAG_02455 | CNAG_02852 | CNAG_03476 | CNAG_04469 | CNAG_04531 | CNAG_05113 | CNAG_05260 | CNAG_06628 | CNAG_07414	
ec00430	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00430?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00430 (decorated)</a>"""	Taurine and hypotaurine metabolism	6	CNAG_00879 | CNAG_01026 | CNAG_02888 | CNAG_03128 | CNAG_05260 | CNAG_06432	
ec00440	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
"                     href=\""/fungidb/app/record/pathway/KEGG/ec00440?geneStepId=110536770&exclude_incomplete_ec=0&exact_match_only=1\"">ec00440 (decorated)</a>"""	Phosphonate and phosphinate metabolism	3	CNAG_00424 | CNAG_03174 | CNAG_06543	
ec00450	"<a class=\new-window\"""			
"                     data-name=\""pathway_map\"""				
